File Name,Sort Key,Language,Age,Overall Score,Question Number,Exam Score,Answer Text,Idea Density
doc241.xml,TR974*0100*2000*02,Russian,16-20,25.00,3,3.2,"Hello
          I'm going to write about ""The Home of the Future"".
          We can't say straight awayfor certain how the people's homes will be different in the future but we can always imagine and create the unbelievableincredible things about future lifelife in the future.
          Of course there will be differences between todaystoday's homes and the future ones. I think the houses will grow up onfrom twenty floors up to the sky as more and more people will occupy itthem.
          I think more and more people will have at least one flat,; it doesn'twon't matter if you are rich or not. The rooms will be designed in a futurefuturistic fashion like, where there will be less furniture and everything iswill be compact, even. Even TV-setTV-sets will be on the cilingceiling. The rooms will be much bigger and wider than now, and you canwill have up to twenty rooms in your own flat, and even be able swichingswitchingto switch on the light by saying onlysimply;: ""lightLight"".
          If course if you have enough money to let your selfyourself live in such an apartmentsapartment, then you can afford it.
          Now what's going to be the same.? Well as I said, if you're poor, the government still givewill still give you thea flat but a very ugly one, probably with rats in it. The same problem will be with homeless people who doesn'tdon't have money at all, even to buy a food for themselves. They will have to stay on the streets as the streets isare their home.
          I hope and I wish that the future will bring us a good moments ofin life where everybody will have a home and a warm, friendly family relationships.
          Bye.",5.48
doc2412.xml,TR975*0102*2000*01,French,16-20,25.0,1,3.2,"Elise-Lune 48
          1093 La Conversion
          17th June 2000
          The Manager of
          The Circle Theatre
          Dear Sir,
          Last week, I went to London, into your theatre to see ""Over the rainbow"" and I had a disappointing evening.
          ThereThe problems were; Firstly: firstly, the famous actors Danny Brook and Tina Truelove weren't there forin your musical show, I was unhappy to constat that itthere waswere different actors thisthat evening. Secondly, the show of 19:3019:30 show only started at 20:15; Thirdlythirdly, your advertisement said: ""Discounts available""; but it wasn't the case. FourthlyFourth, the restaurant was closed for renovationsrenovation and you don'tshouldn't have to proposeproposed uswe to gogo.
          LikeAs you can see, I'm very disappointed forabout this evening out and I think it was a waste of time and money. That's why I ask you to give me my money back. I ask you giveto give me £20, back by checkcheque.
          I'm looking forward to hearing from you.",4.81
doc2412.xml,TR975*0102*2000*01,French,16-20,25.0,4,2.3,"How has modern technology changed your daily life?
          The technologyTechnology is the future, and the present. For instance, the internetInternet. AllWhole theThe whole world is now connected onby it. The Internet is the ""new"" revolution of the communicationcommunications and knowledge. It is now ten years that the Internet existsThe Internet has existed for ten years now, but we only used to useduse it for army and government purposes. Now, everybody who workworks in a commercial companiescompany useuses every day the Internetthe Internet every day.
          The technologyTechnology means tooalsoalso means, everyall electrical machines, which don't stop to bebeing developpeddeveloped. Another example, computers, every six months, something better is discoveredinvented.
          The modernModern technology has changed my daily life in every day. For instance, the meatsmeat, - we don't cook our meals, everything is already done. Five minutes in the micro-wavesmicrowavesmicrowave and it's ready. The machinesMachines have replaced the work of the humainshumans. We use every dayEvery day we use technological machines without to knowknowing.
          Allwhole ourOur whole life is symplifyingsimplifyingbeing simplified by the machines for not waste the time to work on their developpmentdevelopment.",11.92
doc2419.xml,TR976*0102*2000*02,Turkish,16-20,25.00,1,3.2,"Dear Ms Clark,
          I write you this letter because I want to tell you about my experiences ofat the festival. I have spentspent two days at the ""International Arts Festival"" and I have to say that it was a good event but I think some details could be better the next time. For example, on the leaflet it was written that there willwould be stars and artists from around the world but they were only from six different countries. That was disappointing! Some concert halls were really small so that there was bad air and not enough placeroom for everyone and you could not enjoy anything! What about plays and films? It was a small offer; I hope it will be larger the next time.
          But do not worry! There have also taken placewere also very good attractionsevents like the dance shows, the art exhibition and listening to the talks given by writers,.
          The reasonably-priced weekend ticket was a very good idea. This was a clever way to attract people's attentionpeople.
          At lastLast, I would like suggestto suggest a ""pony-ride"" for children, to attract families. Please tell myme your opinion about this.
          Best regards",9.23
doc2419.xml,TR976*0102*2000*02,Turkish,16-20,25.00,2,3.2,"I think there are some possibilitiesopportunities for earning money. I would say the simplest way is to give lessons to pupils, for example, in maths or englishEnglish. There are also some schools which offer such a job. To teachTeaching pupils is not easy, of course. But I think that after somea few lessons the pupils will see that it is better if they sit down and learn their stuff. So it wouldwill be easier for the teacher then! It is alsoAlso it is not a dirty work,. I mean you do not have to clean rooms or toilets of other peopleother people's toilets! And you do not need to carry heavy things or have stress with customers, as you would if you arewere working in a shop. To be a good teacher you especially need patientpatience and good nerves! Not everybody has the ability to understand everything at once. And the money you get is not less.
          So, if you like to bbe with people and help them and if you have the talent to explain things goodwell then it would be the best, if you offeroffered your help to the people!",8.59
doc2420.xml,TR977*0100*2000*01,Spanish,16-20,24.0,1,3.1,"Dear Helen Ryan: Thank you for letting me know about my prize trip to Camp California in the USA. Here I will answearanswer all the questions that you askasked me, and I will ask you about other things that you dind'tdidn't mention. I'llI'd like to organize my trip infor July because that is when I have vacations, also because it is summer timesummertime in the U.S.A, about. About acomodationaccommodation at Camp I'llI'd prefer a tentstent, because it's a new expirenceexperience for me and I'llI'd like to sleep in a tentstent to have a great time at mywhile having a new adventure. In my free time I like to play golf and swim, so I think that I'm good at playing golf. I play every saturdaySaturday and Sunday and, after that, I usually go to the pool because I love swimming,. I think that those are the sports I willwould like to practicepractisedo at the Camp. Helen, I willwould like to ask you how manymuch money we have to take to the Camp? What kind of clothclothing do we have take? Thank you very much for your colaborationcollaborationcooperation. Yours sincerely Teresa Reina",6.81
doc2420.xml,TR977*0100*2000*01,Spanish,16-20,24.0,3,3.1,"Shopping is not always enjoyable
          Most of the time when we go to the shopping Centercentre we have a lot of fun, we. We go to stores to seelook at clothclothing, we also eat something like ice cream or French Fries, but not all the time shopping is enjoyableis not enjoyable all the time.
          Sometimes when we go shopping with someone who is not a good company, we usually don't have a great time, or when we know what we want to buy, but when we get to the store they don't have what we want, in that momentinstance we neatneed to shop also when is an important day like Father's day or christmasChristmas every whereeverywhere we want to go and buy something it is very crowdcrowded so we can't find what we are looking for with calmcalmly because everybody is pushing you to the other place that you want to goin the other direction to the one you want
          In that casescaseIn that instance is when we don't enjoy shopping because we can't find what we are looking for and we have a bad time in the shopping centercentre.",1.53
doc2421.xml,TR978*0100*2000*01,Catalan,21-25,32.0,1,4.1,"Dear Mrs. Ryan.,
          I'm glad to receive your letter. I'm very happy to know that I have won the first prize. It will be great to spend two weeks at Camp California. First of all, I would like to say that the only month available fromfor me to travel is July. I finish my classes on the 25th of June and August is reserved for going with my parents to France. This has been scheduledwas scheduled 3 months ago.
          About accommodation, I would prefer the log cabins because I think they are more cleanercleaner than the tents. While I'm stayinstaying there I would like to practise tennis and basketball, as I have been playing both sports all my life, and I have to say that I am very good at both.
          There is one question I would like to ask you about the Camp. I would like to know if there are any washing machines or a place to wash our clothes.
          I hope this letter contains all the information you need from me. I look forward to hearing from you.
          Yours sincerely",9.78
doc2421.xml,TR978*0100*2000*01,Catalan,21-25,32.0,3,4.2,"From my point of view, the real question is: Who said that is enjoyable? Maybe for women, but not for me. I know that this sounds horrible, but sometimes it's what really happens. For men, sometimes it is hard to go shopping with their partners. Sometimes that means a complete tour around all the fashion shops in town. And of course, we are not allowed to stop in a place that we like. The, the Sports Shopsports shop. You cannot losewaste the time because all the other shops could be closed when you arrive. And that is allwaysalways what we want. That's men's intention.
          Another point is to go to a big area. SpeciallyEspecially, especially at week-endsweekends. Everyone pushing a trolley and crashing around. People should have to takeget a licenselicence to drive those things. Someone could be injured. And of course, the time to pay. A huge quequeue that lasts half an hour or more and finishes with you completely freaked out. In conclusion, for me, to go shopping is not enjoyable at all.",15.71
doc2424.xml,TR979*0102*2000*01,Spanish,16-20,25.0,1,3.1,"Dear Sir,
          I'm writing to you inform you about the dissapointingdisappointing evening I had when I went to your theathertheatre to see the play called ""OVER THE RAINBOW"". According to the advertisement you gavepublished, there should have been some important differentsdifferences to the production I saw.
          Firstly, the play started almost an hour late, and I went there to see Danny Brook, but there was a different actor on stage.
          Secondly, in the advertisement theit said that discounts arewere available but in the tickets I bought they werewas no discountthere was no discount on the tickets I bought. Furthermore, I had planned to have a great dinner with my family in your restaurant and it was closed because the people who work inthere were on holidaysholiday. In addition to this, I have to tell you that it was the most horrible evening I hadhave had out and because of this I want to ask you if you could send me a refoundrefund offor a part of the money I wasted there. I would be grateful if you could do itthat.
          Finally, I want to tell you that it is not useful for you and your theathertheatre to cheat to your customers. If you do itthat, there will be no bussinessbusiness for you and no satisfaction for them.
          I look fordwadforward to hearing from you
          YourYours sincerely,",5.22
doc2424.xml,TR979*0102*2000*01,Spanish,16-20,25.0,4,3.2,"How has modern technology changechanged my daily life?
          Nowadays, technology is the most useful tool that human beings have. It affects everyone who livelives inon this planet and every activity madedone inon it.
          In this caseinstance we are going to focus on me.: Emilio Almodar, 18 years old, University Student, and the career I have choosenchosen is in InternacionalInternational Commerce or Market. I use technology every momentminute but I did not realise. For example, when I come back home from university and I call my friends, I am using it because at home we have very modern phones and a fax machine and almost everybody in my family has a cellular phone and thingthings like that.
          We also have five computercomputers, the latest versions of themmodels, because they are useful for my father to work on and for me to do some special worksprojects for University. ThisThese machines are connected to the Internet, and itthat gives to my family too much facilityaccess to get to everyall the information we want, from how to prepare sonsomea drink to what was the result of the Sunday's football match. In addition to this we use the net to comunicatecommunicate with some friends we have in the U.S.A. It's really amazing.
          Apart from this, I don't spent my free time inusing technology. I prefer playing rugby and going out with friends, because technology is not all of life, but it is only a little part of it.",4.77
doc2427.xml,TR768*0102*2000*01,French,21-25,35.0,1,5.2,"Monday, the 5th of June 2000
          To the Circle Theatre's manager
          Dear MisterSir,
          I recently had the opportunity to see ""over the rainbow"", which was playedperformed last week in the Circle theatre.
          I'm writing to you because I'm very disappointed by the bad evening I spenthad there. Actually, I read the advertismentadvertisement for the show and there were a few mistakes onin it.
          In fact, Danny Brook didn't playperform or appear on stage last Tuesday, thehis role was played by another - a quite bad - actor, less famous than Danny Brook.
          I'm also sorryannoyed because I had to wait 45 mnminutes before the piecesplay started. I can't accept waiting so long for the result I had. I was in London with some friends (we wereare students) and no discount was proposedoffered or madegiven forto us. We had to pay £15 each for seeingto see a miserable piecesplay.
          After the pieceplay, we wanedwanted to eat at the theatertheatre restaurant but we couldn't. It was apparently closed and I'm asking you why.
          As you can see, there are some (volontaryvoluntarydeliberate?) mistakes onin the advertismentadvertisement you made. We didn't have a ""perfect evening out"" at all. That's why I'm asking you for givingto give us our money back.
          I'm sure we'll find a compromise and I'm really looking forward to hearing from you soon.
          Yours faithfully",4.96
doc2427.xml,TR768*0102*2000*01,French,21-25,35.0,2,4.3,"An unusual part of life.
          Unfortunately, Pat wasn't very good at keeping secrets, and half a week later, all the school knew about me.
          I had a strange feeling then because it was just amazing to noticesee how money can attract so muchmany people.
          I started to have a lot of new friends, they all wanted to be my best friend.
          Actually, my best friend would still remain PatPat would still remain my best friend, even if he failed me. It's not easy to keep such an enormous secret and I couldn't keep it inside of me.
          I became quicklyquickly became bored by this hypocritalhypocritical attention they had forgave me. They didn't stop giving me advice or telling me what to do with my money. I always hashave been involved in many differentsdifferent associations, which are fighting against AIDS or cancer. I knew at this moment what to do exactlyexactly what to do and, finally, I could refindrecover my ordinary life as an unpopular student.",5.27
doc2429.xml,TR980*0102*2000*01,Korean,21-25,21.0,1,2.2,"Dear Sir/Madam:
          I am writing to ask about your advertisement and theatre show. I am a student in Liverpool, and recently I had a week's holiday in London. FirstOn my first day in London, I saw your advertisement which was very interesting to me. But I was really disappointed by it.
          First of all, there was only one actor that was different from your advertisement. Also, it was certain tofor me to be able to boughtbuy a discount ticketsticket causebecause I am a student. But, it was not availiableavailablepossible.
          Second, I went to the theatre at exactly seven thirty in the evening. However, the show started 45 minutes later. I wasted time too muchtoo much time for waiting. It was not good tofor me, causebecause I had only one weekweeks holiday in London. Moreover, the theatre restaurant was closed with the word ""StuffStaff vacation"" on the front door after the show. It was absolutelytotally different from your leaflet.
          On the whole, I was really disappointed at that time. Could you dogive me my half ofhalf of my money back.? I enclose my phone number and address.
          I'm looking forward to hearing from you soon.
          Yours faithfully
          Lo Son Lin.",10.25
doc2429.xml,TR980*0102*2000*01,Korean,21-25,21.0,3,2.1,"Fashion of the Future.
          Have you ever seen the film star wars?
          And did you notice something about fashion of the future?
          I think the people will wear convenient clothes with a simple design in the future. Because the people will stay at home more than now with their computer. And they will use soft cozy clothsfabrics like cotton and silk.
          However, if they have some special day when like an important public day or special day of their life, they will wear very different kinds of clothes which was you have never seen before. Some of that will be very strange to our eyes, but some of the others will be familiar to us. And they will use the most kinds of things like small stone to diamond etc. Maybe some peoplespeople arewill be nakidnaked.
          It will be very interesting...
          Just imagine the way of future people's lifefuture people's way of life. And, and you can see the their clothes also.",6.54
doc243.xml,TR981*0100*2000*01,Russian,21-25,34.0,1,4.1,"Dear Sir/Madam
          First of all I would like to say thanks for your letter and your careconcern about your customers. I was absolutely threaledthrilled to resivereceive the news about my winwinning in a competition.
          Your letter contains a few questions about the detailesdetails of my holiday which I would like to clarifyanswer for you. The first is about time. I am only able to go on holiday in July, because the otherfor the rest of the time I have college, which I can't be missedmiss.
          The second is accommodation. I oldwould rather prefer stay in log cabins than live in tents. I don't like nightnights coldcold nights and moscitosmosquitoes.
          I am so glad, that I will get a chance to do activities in the camp. I play basketball and at tennis. I am quite good at tennis. What about basketball is. I played in the school team, and was one of the best players by the end of this season.
          There is one more thing which I would like to know about. It is regarding clothes and money. Should I have any special clothes, if? If yes what kind of wearclothing it is. And of course there will be expenses. Can you inform me how much money should II should have and can I have some information about prices of to visitvisiting local places of interestsinterest.
          At the endFinally I would like onesonce more to say thanks for your letter and I look forward to hearing from you by post with all the detailesdetails about the holiday.
          Yours faithfylyfaithfully",7.95
doc243.xml,TR981*0100*2000*01,Russian,21-25,34.0,3,5.1,"I hate shopping but in the other handon the other hand sometimes you can have fun atdoing it. In my opinion, it dependesdepends on your mood, your financial abilitysituation, off courseof course, where you are going to dogo shopping and what you are going to buy.
          UsualyUsually people don't have time for shopping. You've just finished your long hours at work, you are tidetired, you had a row with your boss but you are still going to dogo shopping. And what do you have.? There are huge queusqueues to the tills, noise, husslehassle, poor custumercustomer service. You've got more stress, you feel fed up and finalyfinally when you gotget home you think that shopping is not thatas enjoyable as you thought.
          For example, a lot of people do not like to dogo shopping in big stores. It takes hours to buy something. There are so many varaityvarietyvarieties of products, different prices, different qualityqualities. You should walkwill have to walk miles around the store to find what you wantedwant. Yes, there is a big plus forwith a big store of course. You can find everything in one place, instead ofin contrast to the small shops which isare specialisedspecialise onin one product. And people spend all weekendsweekend walking around shopping citiescentres and high streets in trills to buy something.
          Nower daysNowadays tecnicaltechnical progress gets close to us, to usualnormal custumerscustomers. The Internet is one of the issueissuessolutions atto this problem. Without any husslehassle, seatingsitting in your chearchair in front of your computer, you in a secondin a second you can get into at any shop whothat has an internet site, - most of the big companies have itone, - get all the information about the product, get a cheaper price and buy it.",6.46
doc2436.xml,TR982*0100*2000*01,Korean,26-30,12.0,1,2.3T,"Dear Ryan
          Thank you for your letter and I am very pleased to hear from you about my winning of the competition. I am writing to inform you of my preferences and ask a few questions about the camping.
          First of all, I would like to travel in July because I can applytake my holiday onlyonly take my holiday in July. I have discussed it with my boss but he allowed me to go on a holiday only in July. And about accommodation, I would like to stay in a tent. I know that staying in a log cabin is more convinientconvenient but I just want to feelhave a wilder experience. While I am at the camp, I would like to enjoytake part in swimming and photography. It will be a wonderful experience to swim in a lake and I can relax and enjoy the fresh air. Photography is one of my hobbies so I want to take nice photos in the camp area as many as I canas many nice photos as I can in the camp area.
          I would like to know about the weather in the camp area because I don't know what kinds of clothes I have to bring. And I want to know how much money I have to carrybring for personnalpersonal expencesexpenses. I also want to know if I can have a time for shopping.
          Thank you for your kindness and I look forward to your reply.
          Yours sincerely,
          Clark.",5.93
doc244.xml,TR983*0100*2000*01,Turkish,21-25,32.0,1,4.3,"Dear Helen,
          I have just received your letter which made me so happy. and I am writing to applyreply to your questions.
          First of all, I can travel only in July because my son's school is going to finish at the end of June, so it is impossible for me to travel during on June. Apart from that, I work in an international tourism agency and August is the busiest month of the year, so July is the best choice for me.
          I would rather stay in a tentstent because I used to go camping when I was a teenager with my family. I have always loved camping.
          My favourite hobby is photography and I think I am very good at it. I have been taking photographs since I was 17. I took some lessons and after that I have really improvedreally improved it. BesideBesides this, I am very good at playing basketball. I used to play in the high school'sschool team.
          Also, I have some questions. I have never been to California before so I have no idea about the climate. Could you please give me some information about it and what kind of clothes should II should bring for my holiday. Besides, I really would like to know, approxiametelyapproximately how much money should II should take with me?. Is it an expensive city?
          I hope all thosethis information will help you.
          I look forward to hearing from you.
          Yours sincerely,",8.68
doc244.xml,TR983*0100*2000*01,Turkish,21-25,32.0,4,4.1,"Dear Kim,
          I am so sorry that I couldn't write to you last week. As you know, I was very busy and excited about a pop concert which I worked at as a director's assistant during the last week.
          First of all, it was a very successful concert and probably you have heard the singer's name before, whoshe is called Tina.
          As a director's assistant, my job was the arrangementorganisation of the audience's seats and tickets. All seats were brought from a sponsor company. EverydayEvery day I worked for two hours in a shop to salesellselling tickets. It was quite enjoyable because everydayevery day I met different people who like listening the to pop music so we had lots of things to talk about. I also helped with the singer's some special demandsrequestssome special requests of the singer which weren't so difficult to doarrange. She was very nice and friendly.
          AtOn the concert nightnight of the concert, I worked as well.
          After the concert, I was absolutely exhausted but the thing is I will never forget this experience. I met lots of people who were very famous. The best thing was of course meeting Tina. We promised each other to keep in touch and she has invited me to her next concert!
          So, my news areis finishedthat's all my news. Write me back soon.
          Love from,",6.19
doc2440.xml,TR984*0100*2000*01,French,21-25,21.0,1,3.2,"Dear Helen,
          Thank you for my prize! I have never been into the USA and I should be glad to spend two weeks at Camp California.
          I can only have some holidaysholiday in July from the 3rd to the 17th with my husband at the same time, that.  That is why I would like to travel during those two weeks.
          For the accommodation I would prefer to have a tentstent because I usedam used to to traveltravellingstaying inon Campsitescampsites and I love it during summer, just to change the customs!!
          Concerning thosethe activities, I have choosenchosen two of them. I enjoy swimming and anytimeany time I have the opportunitiesopportunity to swim I go. My second activity is painting because I love art and art history and I think that it is better to joindo one sport and one ""soft leisure"" and I do not really want to involve myself in a new activity that I don't knowam unfamiliar with forduring my holidays.
          Please could you tell me about the weather, if I need special clothes and about the money for the changehow to change my money, if you don't mind.? See you soon!
          Yours Sincerelysincerely,",4.0
doc2440.xml,TR984*0100*2000*01,French,21-25,21.0,3,2.1,"""Shopping is not always enjoyable"" ""Shopping today!"" If Youyou decide to go in town or during holidays to move in a ""shopping destination"", that is meanmeans that you need something special for youyourself or someone else. You have the money and the time asthat you want. That's why it should be a great day! Save some money to go for shopping in Paris or Roma and see how is the French or Italian fashion looks on yourselfyou! andAnd after that you can make a stop invisit the Duty-freeduty-free shops and buy some chippercheap souvenirs. Singapoor and many places in Asia are famous for the shopping, and it is really nice to go there with enough money to buy thatwhat you always wanted to. But even if shopping can means dream it can be boring sometimes. If you have no money and a friend askasks you to comego for shopping, it should be boring! andAnd you may become jealous againstof him and want him to do thatit quickly! orOr you may are going to get nervousirritable! And you can find that there are too muchmany people in the shops, it is too hot or you can notcannot haveget yourthe right size or the right colour or flavour -- - then you get angry! orOr you decide to not spendnot to spend the money in shopping today, but in front of the shop. What is going on??
          So, you'd better to staystay at home today...",7.28
doc2441.xml,TR985*0102*2000*01,German,16-20,21.0,1,2.3,"Dear Madam and MisterSir
          I am writing to you about your theatreproduction: 'over the rainbow'. I went to a performance and I am very disappointed. Firstly, your advertisement said the actor would be Danny Brook, but it was not. It playedwas an otheranother oneactor who played very badbadly. Secondly, the musical should start onat 19.30, but we had to wait until 20.15! It was boring that nothing happendhappened for such a long time on the stage. Did you know that you have no discounts on your tickets? I could not believe that. Why do you write things on your advertisement when nothing isthat are not true? And finally, I would have had my dinner after this disappointmentdisappointing musical and thougtthought I would go to 'Theatre restaurant'. But how cancould itI be, it was closed!
          ThisThere are too many negativesnegative points for one evening. I am afraid, butthat I want my money back. I hope you do not disappoint myme inon this point.
          YourYours faithfully
          Pica Landen",11.08
doc2441.xml,TR985*0102*2000*01,German,16-20,21.0,3,2.3,"'Fashion of the Future'! This is not a tabutaboo subject bywith me and my friends. We have discussed about it a lot of times. I think it is important and necessary to think about it, because our children will live in the future.
          I havehad doutdoubtdoubts when somebody said, that the fashion of the future would be different. I think it is very difficult to change the clothes and the fashion so much again. We have so many kindkinds of clothes and fashionfashions behindfrom our old generations. Maybe, the skirts will be shorter and the colours brighter, the shoes modernermore modern so that you can notcannot walk in them anymore.
          Maybe in 500 years, some people will live on the Mars and then, they will have to wear other kindkinds of clothes. But I don't think thisthese clothes are going to be a fashion on the earth. They just look funny!
          See you in your next life!",5.8
doc2442.xml,TR986*0100*2000*01,Portuguese,21-25,28.0,1,4.1,"Dear Helen Ryan
          I am very happy and excited because I have won first prize in ouryour competition. It is a pleasure for me. I am writing to enquire you about some doubts and to give the information that you need about me.
          I have been working hard here in Portugal and I will be on holiday just in next julyJuly. Because of itthis I believe itthis is the best datetime for me travelto travel You asked me about accommodationsaccommodation orat Camp California. I would prefer to stay in a tentstent because I suppose I will have more contact with natural things than in a log cabinslog cabin.
          Another question that you asked me was about two activities I will have the chance to do there. I would love playto play tennis and basketball, thatwhich I've been playing for six years. About tennis, I just started to play last year and I need to increaseimprove my technique too mucha lot.
          I would like to know something about money and clothes. Are they incluedincluded in the prize? How much money I cancan I spentspend during this time? I'd prefereprefer it if you givegave me this information as soon as you can.
          I am looklooking forward to hearing from you
          Yours sincerely
          Rui Veloso",6.75
doc2442.xml,TR986*0100*2000*01,Portuguese,21-25,28.0,4,3.2,"Dear Kim,
          I am very happy with your letter that I received last week. I'm tooreally excited and I have to tell you about a fantastic experience that I had last month.
          I suppose you know about the ""Portugal Pop Concert"" that happened here in Rio de Mouro last month, aren'tdon't you?
          It was a marvellous concert and there were about 100,000 people there. I worked as a receptionist in the VipVIP room and I needed to look very happy during all the time, whatwhich wasn't very difficult. You will can'twon't believe how many famous people I knownknewmet. I met Madonna and could talk with her for ten minutes. It was a dream and she was amazing with me.
          I didn't tell you, but I helped inat this concert just by a chanceby chance. A friend of memine gave up one week before and asked me if I would like to go in his place. I said ""yes"" and I am sure it was the best decision of my life.
          Of course I was very tired at the end of five days because of some stressedstressful situations. However, thesethose days were unforgatableunforgettable tofor me.
          Hope to hearinghear from you soon
          With best wishes,
          Rui",8.58
doc2446.xml,TR987*0100*2000*01,Spanish,26-30,33.0,1,4.3,"Dear Mr./Mrs:
          I have just received your letter in which you inform me that I won the first prize of two weeks at Camp California. I am very excited about it!
          I would like to travel onin July, since I am studying and that is the only month I have foron vacation. Fortunately, I have heard that the weather is beautiful in California during that month. I'd rather sleep in a tentstent because I want to enjoy this wild experience! I will take my sleeping bag with me, just in case.
          I would love to participate in the singing and photography activities. Singing is something I have enjoyed since I was a little child. In fact, I took some singing lessons. I am not very good at photography but I want to make an album to share it with my family when I come home.
          Could you please tell me what kind of clothes do you recommend for the camping? How much money will I need? Is it better to take cash or a credit card?
          Thanks for your attention.
          Cordially yours,",10.55
doc2446.xml,TR987*0100*2000*01,Spanish,26-30,33.0,3,4.2,"Shopping is not always enjoyable
          The best way to go shopping is when you thinkto think in advance about what you really want to buy and you know how much money you estimate to spend. If people would think about it BEFORE going shopping, they would not have a headache when they go home and realize they did not want what they bought.
          Shopping can be an awful adventure when people want to buy all their presents the day before Christmas, for example. There is no way to find good prices! Shops are crowded, items are of bad quality and people are buying without thinking.
          The worst time to go shopping is when people feel under stresspressure or when they feel unsatisfied in their personal lives. It may seem relaxing at the beginning, but if they take their credit cards with them, the stress will increase when they have to pay for the bills!!
          Recommendations?
          Wait for a sunny day, take a look intoat your wardrobe, some money, ask a friend to go with you, and enjoy an exciting shopping trip!",5.25
doc2449.xml,TR988*0100*2000*01,Spanish,21-25,25.0,1,3.1,"13 of June 2000
          Dear Helen Ryan:
          I will be very happy to travel onin julyJuly because in that datemonth I am going to have my holidays, so I will not have to ask permitionpermission from my workboss. At the same time, onin julyJuly is my birthdaymy birthday is in July, so it would be nice to celebratedcelebrate it there.
          I willwould prefer to have my accomodationstay in a tent, cousebecause in that way I can feel more clouseclosecloser to the nature, and I can remember when I was a scout girlgirl scout. Sleeping in a tent is much more exitingexciting and clousy than in a log cabin.
          At the camp I willwould like to choose two activities, Painting and Singing,. I love painting, in. In. At the university I studied art for two years, but now I don't have much time to paint cousebecause I work in a bank and I have a baby. So I will be very happy to improve my art inat the camp. The reason offor my optionchoice forof singing is cousebecausethat I feel embarrestembarrassed about my voice, so maybe I could get it betterimprove it.
          I willwould like to have more information about the prices of the clothes and souveniressouvenirs.
          ThankeawThank you for givingiving me this oportunityopportunity.
          Yours sincerely",6.23
doc2449.xml,TR988*0100*2000*01,Spanish,21-25,25.0,4,3.2,"Dear Kim:
          You are never going to believe what I did last month. I was walking with my sister in Oxford circus, when sudentlysuddenly a man stopstopped us saying that he was looking for people to help inat a concert and they waswere going to pay us five pounds an hour. We sedsaid yes inmidiatlyimmediately,. I nearly shouted ofwith happineshappiness when they told us that, Luis Miguel was doinggiving the concert, he. He is my favoritefavourite singer.
          The concert was on a sundaySunday and we had to work onat the back of the stadgestage, doing all sorts of things like colectingcollecting rubishrubbish and helping other people thatwho waswere working there. We waswere so close to him,. I didn't have the chance to talk with him but I don't mind,. I will never forget that day. Since then, meI and my sister talk about Luis Miguel every day.
          I hophope you write to me soon to talltell me youreyour opinion.
          lots of love",7.72
doc2459.xml,TR989*0102*2000*01,Portuguese,16-20,26.0,1,3.2,"Saturday, June 17th, 2000.
          Dear Sir or Madam,
          I am writing to complain about the musical show ""Over the Rainbow"" that has been presentedperformed in the Circle Theatre. As I was very anxious to see that show, I planned to go to the theatre inon themy last holiday, and I am completely disappointed with thatit.
          First of all, I have to say that the advertisement waspromised something totally different offrom what I saw there. For example, the actors that were announced as to taketaking part in the show were not Danny Brook and Tina Truelove, the discounts were not available and, the principal point: it started forty fiveforty-five minutes laterlate. Then, to complete this terrible night, the restaurant was closed. I wonder if you could explain to me why.
          Due to my huge dissatisfaction, I would like my money back, as you do not makeprovide what was advertised.
          I look forward to hearing from you.
          Yours faithfully,
          MANUELA REVES RAVERNO",5.75
doc2459.xml,TR989*0102*2000*01,Portuguese,16-20,26.0,4,3.1,"The influence of modern technology
          Every day, the growth of the modern technology increases in the whole world and it is becoming essential in everybody's life. Today, almost no one can live without, for example, a television, a radio or electricity in their homes.
          The huge growth of technology has brought lots of good aspectsthings tointo my life, like the facilitypotential to be informed about everything that is happening around the world with the best image inon my cab TV and inon my computer. Without leaving my bedroom, I can go anywhere using the Internet. On the other hand, the excess of comoditycommoditycommoditiesconvenience can ledlead us, in the future, to a completely ""cold"" world, because of the distance between people that can be causedcreatedthat can be created between people. AnotherOther bad points can be mentioned, like the polutionpollution for example.
          Despite the bad aspectsthings that the modern technology can bring, in my opinion, if the governments tryedtried to do thetheir best, and if everybody contributecontributed with a little bit, we cancould solve the main problems and only take advantage of the benefits to our lifeslives.",3.78
doc246.xml,TR990*0102*2000*01,Portuguese,31-40,24.0,1,3.1,"Dear Sir/Madam,
          I am writtingwriting to you to complain about the musical show, wichwhichwhere everything was completely different from the advertisement.
          Firstly, I would like to say that I am very disappointed and upset with the show I saw. To begin my complainscomplaint I canmight start with the actor - who was a different one to the one advertised, not Danny Brook. Tina Truelove performed marvellousmarvellously, but him, I think he is a ""street actor"" from Covent Garden. Even worse it was the delay, the. The Show started at 20:15 instead of 19:30, thatwhich drove me mad.
          I am a student visiting London for one week only and I asked for a discount ticket,. I could not get it, it was really unfair,. I paid the normal price. Also there was another problem,. I planned to visit the Theatre restaurant after the show, I could not, it was closed because it has beenwas being refurbished and redecorated.
          Anyway, I expected to have a perfect evening out, however, I had justjust had a terrible time, everything went wrong. The only thing to do is: to compensate me, send me my money back,. I am sending my ticket for that:. Hope you'll be fair with me otherwise I am going to take this further.
          I look forward to hearing from you soon.
          Yours faithfully
          Márcia",10.22
